This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
195210,    156,     66,    323,     60,     49,      8,     87,     19,     84,    162
195211,    156,     66,    323,     60,     49,      8,     87,     18,     84,    162
195212,    156,     66,    322,     60,     49,      8,     87,     18,     84,    162
195301,    156,     66,    322,     60,     49,      8,     87,     18,     84,    162
195302,    156,     66,    322,     60,     49,      8,     87,     18,     84,    162
195303,    156,     66,    322,     60,     49,      7,     86,     18,     84,    162
195304,    154,     66,    322,     60,     48,      7,     86,     18,     84,    162
195305,    154,     66,    322,     60,     48,      7,     86,     18,     84,    162
195306,    154,     66,    321,     60,     48,      7,     86,     17,     84,    159
195307,    154,     65,    329,     60,     50,      8,     88,     18,     90,    163
195308,    154,     65,    329,     60,     50,      8,     88,     18,     88,    163
195309,    153,     65,    329,     60,     50,      8,     88,     18,     88,    163
195310,    152,     65,    329,     60,     50,      8,     87,     18,     88,    163
195311,    152,     64,    329,     60,     50,      8,     87,     18,     88,    163
195312,    152,     64,    328,     60,     50,      8,     87,     18,     88,    163
195401,    152,     64,    328,     60,     50,      8,     87,     18,     88,    163
195402,    152,     64,    328,     60,     50,      8,     87,     18,     88,    163
195403,    152,     64,    328,     60,     50,      8,     87,     18,     88,    163
195404,    152,     64,    328,     60,     50,      8,     87,     18,     88,    163
195405,    152,     64,    327,     60,     50,      8,     87,     18,     88,    163
195406,    152,     63,    325,     60,     50,      8,     87,     18,     88,    163
195407,    152,     62,    332,     60,     50,      9,     87,     18,     91,    164
195408,    152,     62,    332,     60,     50,      9,     87,     18,     91,    164
195409,    152,     62,    332,     59,     50,      9,     87,     18,     91,    164
195410,    152,     62,    332,     59,     50,      9,     87,     18,     91,    164
195411,    152,     61,    331,     59,     50,      9,     87,     18,     91,    162
195412,    152,     61,    331,     58,     50,      9,     87,     18,     91,    162
195501,    152,     61,    331,     58,     50,      9,     87,     18,     91,    162
195502,    152,     61,    331,     58,     50,      9,     87,     18,     90,    162
195503,    150,     61,    330,     58,     50,      9,     87,     18,     90,    162
195504,    150,     61,    328,     58,     50,      9,     87,     18,     90,    162
195505,    150,     61,    328,     58,     50,      9,     87,     17,     90,    161
195506,    150,     61,    328,     57,     49,      9,     87,     17,     90,    160
195507,    152,     62,    340,     59,     51,      9,     88,     17,     93,    161
195508,    152,     62,    339,     59,     49,      9,     88,     17,     93,    161
195509,    152,     62,    338,     59,     49,      9,     88,     17,     93,    160
195510,    152,     61,    337,     58,     49,      9,     88,     17,     93,    160
195511,    152,     60,    337,     57,     49,      9,     88,     17,     93,    160
195512,    152,     60,    337,     57,     49,      9,     88,     17,     93,    160
195601,    152,     59,    335,     57,     49,      9,     87,     17,     93,    160
195602,    151,     58,    335,     57,     49,      9,     87,     17,     93,    160
195603,    151,     58,    335,     57,     49,      9,     86,     17,     93,    160
195604,    151,     58,    335,     57,     49,      9,     86,     17,     93,    160
195605,    151,     58,    335,     57,     49,      9,     86,     17,     93,    160
195606,    149,     58,    335,     57,     49,      9,     86,     17,     93,    160
195607,    150,     57,    346,     58,     50,     10,     87,     17,     94,    160
195608,    149,     57,    344,     57,     50,     10,     87,     17,     94,    160
195609,    148,     57,    344,     56,     50,     10,     87,     17,     94,    159
195610,    148,     57,    343,     56,     50,     10,     87,     17,     94,    159
195611,    148,     57,    341,     55,     50,     10,     87,     17,     94,    159
195612,    147,     57,    341,     55,     50,     10,     87,     17,     94,    159
195701,    147,     57,    341,     55,     50,     10,     87,     17,     94,    159
195702,    147,     57,    338,     54,     50,     10,     87,     17,     94,    159
195703,    147,     57,    338,     54,     50,     10,     87,     17,     94,    159
195704,    147,     57,    338,     54,     50,     10,     87,     17,     94,    159
195705,    147,     56,    338,     54,     50,     10,     87,     17,     94,    159
195706,    146,     55,    337,     54,     50,     10,     87,     17,     94,    159
195707,    150,     56,    347,     56,     60,     10,     87,     17,     95,    162
195708,    150,     56,    347,     56,     59,     10,     87,     17,     95,    162
195709,    149,     56,    346,     56,     58,     10,     87,     17,     95,    162
195710,    149,     56,    345,     56,     58,     10,     87,     17,     95,    161
195711,    148,     56,    345,     56,     58,      9,     86,     17,     95,    161
195712,    148,     56,    345,     56,     57,      9,     86,     17,     95,    161
195801,    148,     56,    343,     56,     57,      9,     86,     17,     95,    159
195802,    148,     56,    341,     56,     57,      9,     86,     17,     95,    159
195803,    148,     56,    341,     56,     57,      9,     85,     17,     95,    159
195804,    147,     56,    339,     56,     57,      9,     84,     17,     95,    158
195805,    147,     56,    339,     56,     57,      9,     84,     17,     95,    158
195806,    146,     56,    338,     56,     57,      9,     84,     17,     95,    158
195807,    147,     51,    347,     55,     64,      9,     84,     20,     97,    170
195808,    147,     51,    347,     55,     63,      9,     84,     20,     97,    169
195809,    147,     51,    347,     55,     63,      9,     84,     20,     97,    168
195810,    147,     51,    346,     55,     63,      9,     84,     20,     97,    166
195811,    147,     51,    345,     55,     63,      9,     84,     20,     97,    164
195812,    147,     51,    345,     55,     63,      9,     84,     20,     97,    164
195901,    147,     51,    344,     55,     63,      9,     84,     20,     97,    164
195902,    147,     51,    344,     55,     63,      9,     84,     20,     97,    164
195903,    147,     51,    344,     55,     63,      9,     82,     20,     97,    164
195904,    147,     51,    343,     55,     62,      9,     82,     20,     97,    162
195905,    147,     51,    342,     55,     62,      9,     82,     20,     97,    160
195906,    147,     51,    342,     55,     62,      9,     82,     20,     97,    160
195907,    152,     49,    347,     52,     68,     10,     83,     22,    101,    163
195908,    152,     49,    347,     52,     68,     10,     83,     22,    101,    162
195909,    152,     49,    347,     52,     68,     10,     83,     22,    101,    161
195910,    152,     49,    347,     52,     68,     10,     83,     22,    101,    161
195911,    151,     49,    347,     52,     67,     10,     83,     22,    101,    161
195912,    151,     49,    346,     52,     67,     10,     83,     22,    101,    161
196001,    151,     49,    346,     52,     66,     10,     83,     22,    101,    160
196002,    151,     49,    346,     52,     65,     10,     83,     22,    101,    160
196003,    151,     49,    346,     52,     65,     10,     83,     22,    101,    159
196004,    150,     49,    346,     52,     65,     10,     83,     22,    101,    159
196005,    149,     49,    345,     52,     65,     10,     83,     22,    101,    158
196006,    149,     49,    343,     52,     64,     10,     83,     22,    101,    158
196007,    152,     49,    360,     52,     73,     10,     90,     23,    102,    168
196008,    151,     49,    359,     52,     73,     10,     90,     23,    102,    166
196009,    151,     49,    359,     52,     73,     10,     89,     23,    102,    166
196010,    151,     49,    359,     52,     73,     10,     89,     23,    101,    166
196011,    148,     49,    359,     52,     73,     10,     89,     23,    101,    165
196012,    147,     49,    359,     52,     73,     10,     89,     23,    101,    164
196101,    146,     49,    359,     52,     73,     10,     89,     23,    101,    164
196102,    144,     49,    358,     52,     73,     10,     89,     22,    101,    164
196103,    141,     49,    358,     52,     73,     10,     89,     22,    101,    163
196104,    141,     49,    358,     51,     73,     10,     89,     22,    101,    163
196105,    140,     49,    358,     50,     73,     10,     89,     22,    101,    163
196106,    140,     49,    358,     50,     73,     10,     89,     22,    101,    163
196107,    147,     51,    370,     50,     80,     10,     93,     22,    105,    166
196108,    146,     51,    368,     50,     80,     10,     93,     22,    104,    166
196109,    145,     51,    367,     50,     80,     10,     93,     22,    104,    164
196110,    145,     50,    367,     50,     80,     10,     93,     22,    104,    163
196111,    145,     50,    366,     50,     80,     10,     92,     22,    104,    163
196112,    145,     50,    366,     50,     80,      9,     92,     22,    104,    162
196201,    145,     50,    366,     49,     79,      9,     92,     22,    104,    161
196202,    145,     50,    366,     49,     79,      9,     92,     22,    104,    161
196203,    144,     50,    365,     48,     79,      9,     92,     22,    104,    161
196204,    144,     50,    365,     48,     79,      9,     92,     22,    104,    161
196205,    144,     50,    362,     47,     79,      9,     92,     22,    104,    161
196206,    144,     50,    362,     46,     79,      9,     91,     22,    104,    161
196207,    148,     51,    380,     51,     86,     12,     97,     23,    105,    167
196208,    148,     51,    380,     51,     86,     12,     97,     23,    105,    165
196209,    148,     51,    380,     51,     86,     12,     97,     23,    105,    165
196210,    148,     51,    379,     51,     86,     12,     97,     23,    105,    165
196211,    147,     51,    379,     51,     86,     12,     97,     23,    105,    165
196212,    146,     51,    378,     51,     86,     12,     97,     23,    105,    165
196301,    146,     51,    377,     51,     86,     12,     97,     23,    105,    165
196302,    146,     51,    377,     51,     86,     12,     97,     23,    105,    164
196303,    146,     51,    376,     51,     86,     12,     97,     23,    105,    164
196304,    146,     51,    376,     51,     86,     12,     96,     23,    105,    164
196305,    146,     51,    375,     51,     86,     12,     96,     23,    105,    163
196306,    146,     50,    374,     50,     85,     12,     95,     23,    105,    162
196307,    251,    115,    628,    120,    133,     22,    191,     36,    119,    351
196308,    251,    114,    623,    119,    132,     22,    191,     36,    119,    349
196309,    250,    114,    622,    119,    132,     22,    191,     36,    119,    345
196310,    249,    114,    620,    119,    132,     22,    191,     36,    116,    345
196311,    248,    114,    618,    118,    131,     22,    191,     36,    116,    342
196312,    247,    114,    617,    117,    131,     22,    191,     36,    116,    341
